service_request_id,requested_date,updated_date,closed_date,status_description,source,service_name,agency_responsible,address,comm_code,comm_name,location_type,longitude,latitude,point
24-00650889,2024-08-17 0:00,2024-08-22 0:00,2024-08-22 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,MAH,MAHOGANY,Community Centrepoint,-113.9246339,50.89594392,POINT (-113.92463385892763 50.8959439160425)
24-00935084,2024-12-09 0:00,2024-12-13 0:00,2024-12-09 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,GLR,GLACIER RIDGE,Community Centrepoint,-114.1681928,51.19042039,POINT (-114.16819283826199 51.19042038964679)
24-00666425,2024-08-23 0:00,2024-08-23 0:00,2024-08-23 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,02F,02F,Community Centrepoint,-114.1751203,51.15976354,POINT (-114.17512030034136 51.1597635370127)
24-00667149,2024-08-23 0:00,2024-08-23 0:00,2024-08-23 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,PAN,PANORAMA HILLS,Community Centrepoint,-114.0880634,51.15971101,POINT (-114.08806340626336 51.15971101107547)
24-00668401,2024-08-23 0:00,2024-08-23 0:00,2024-08-23 0:00,Closed,App,Roads - Streetlight Damage,OS - Mobility,,BRD,BRIDGELAND/RIVERSIDE,Community Centrepoint,-114.0350798,51.05055069,POINT (-114.03507983816583 51.05055069436678)
24-00669070,2024-08-23 0:00,2024-08-23 0:00,2024-08-23 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,KIL,KILLARNEY/GLENGARRY,Community Centrepoint,-114.1317313,51.03013196,POINT (-114.13173134426289 51.03013195588548)
24-00669075,2024-08-23 0:00,2024-08-23 0:00,2024-08-23 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,RIC,RICHMOND,Community Centrepoint,-114.1184203,51.02971029,POINT (-114.11842028929458 51.02971029482691)
24-00925184,2024-12-04 0:00,2024-12-04 0:00,2024-12-04 0:00,Closed,App,Roads - Streetlight Damage,OS - Mobility,,SGH,SAGE HILL,Community Centrepoint,-114.1406861,51.17561697,POINT (-114.14068609335015 51.175616972779984)
24-00925372,2024-12-04 0:00,2024-12-04 0:00,2024-12-04 0:00,Closed,App,Roads - Streetlight Damage,OS - Mobility,,CNS,CORNERSTONE,Community Centrepoint,-113.9305705,51.15735997,POINT (-113.93057052562796 51.157359967042765)
24-00830249,2024-10-27 0:00,2024-11-20 0:00,2024-11-20 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,PAL,PALLISER,Community Centrepoint,-114.1121589,50.96676703,POINT (-114.11215889038719 50.96676703111173)
24-00830597,2024-10-27 0:00,2024-10-27 0:00,2024-10-27 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,RAN,RANCHLANDS,Community Centrepoint,-114.183647,51.11917908,POINT (-114.1836469813454 51.11917908233608)
24-00669216,2024-08-24 0:00,2024-08-24 0:00,2024-08-24 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,KIN,KINGSLAND,Community Centrepoint,-114.0773588,50.98697675,POINT (-114.07735883671273 50.98697674970066)
24-00669145,2024-08-24 0:00,2024-08-24 0:00,2024-08-24 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,HOU,HOUNSFIELD HEIGHTS/BRIAR HILL,Community Centrepoint,-114.1057298,51.06317954,POINT (-114.10572976665989 51.06317953856462)
24-00827659,2024-10-25 0:00,2024-10-28 0:00,2024-10-28 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,CPF,COPPERFIELD,Community Centrepoint,-113.9294857,50.91781382,POINT (-113.92948572283696 50.91781382287359)
24-00832675,2024-10-28 0:00,2024-10-28 0:00,2024-10-28 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,HIL,HILLHURST,Community Centrepoint,-114.093646,51.05727753,POINT (-114.09364601408916 51.05727753172276)
24-00671441,2024-08-25 0:00,2024-08-25 0:00,2024-08-25 0:00,Closed,App,Roads - Streetlight Damage,OS - Mobility,,COL,COLLINGWOOD,Community Centrepoint,-114.1024036,51.08350991,POINT (-114.1024036222742 51.08350990566399)
24-00854254,2024-11-06 0:00,2025-06-24 0:00,2024-12-02 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,CNS,CORNERSTONE,Community Centrepoint,-113.9305705,51.15735997,POINT (-113.93057052562739 51.15735996767518)
24-00933497,2024-12-08 0:00,2024-12-08 0:00,2024-12-08 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,SHG,SHAGANAPPI,Community Centrepoint,-114.1266523,51.04521136,POINT (-114.12665233527957 51.04521136346261)
24-00834513,2024-10-29 0:00,2024-11-29 0:00,2024-11-29 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,REN,RENFREW,Community Centrepoint,-114.039169,51.05965316,POINT (-114.03916899334408 51.059653157676735)
24-00681428,2024-08-28 0:00,2024-09-09 0:00,2024-09-09 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,OAK,OAKRIDGE,Community Centrepoint,-114.129614,50.9696628,POINT (-114.12961404738564 50.969662798794815)
24-00836819,2024-10-29 0:00,2024-12-04 0:00,2024-12-04 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,MAH,MAHOGANY,Community Centrepoint,-113.9246339,50.89594392,POINT (-113.92463385892763 50.8959439160425)
24-00937188,2024-12-10 0:00,2024-12-13 0:00,2024-12-13 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,LKV,LAKEVIEW,Community Centrepoint,-114.1296214,50.99957241,POINT (-114.1296213924465 50.99957240837904)
24-00672043,2024-08-25 0:00,2024-08-25 0:00,2024-08-25 0:00,Closed,App,Roads - Streetlight Damage,OS - Mobility,,ABB,ABBEYDALE,Community Centrepoint,-113.9278039,51.05941501,POINT (-113.92780385615137 51.05941500696419)
24-00825697,2024-10-24 0:00,2024-11-04 0:00,2024-11-04 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,LMR,LOWER MOUNT ROYAL,Community Centrepoint,-114.0864994,51.0365032,POINT (-114.08649939756594 51.0365031977319)
24-00671360,2024-08-25 0:00,2024-08-25 0:00,2024-08-25 0:00,Closed,App,Roads - Streetlight Damage,OS - Mobility,,CHW,CHARLESWOOD,Community Centrepoint,-114.1122123,51.09008805,POINT (-114.11221231540222 51.090088050163416)
24-00838004,2024-10-30 0:00,2025-03-21 0:00,2025-03-21 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,SET,SETON,Community Centrepoint,-113.9479312,50.87415766,POINT (-113.94793123802683 50.874157662841256)
24-00838636,2024-10-30 0:00,2024-11-29 0:00,2024-11-29 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,CNS,CORNERSTONE,Community Centrepoint,-113.9305705,51.15735997,POINT (-113.93057052562796 51.157359967042765)
24-00675034,2024-08-26 0:00,2024-08-26 0:00,2024-08-26 0:00,Closed,App,Roads - Streetlight Damage,OS - Mobility,,DNE,DOWNTOWN EAST VILLAGE,Community Centrepoint,-114.0508479,51.04709033,POINT (-114.05084794560608 51.04709033069666)
24-00840136,2024-10-30 0:00,2024-11-26 0:00,2024-11-26 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,WHL,WEST HILLHURST,Community Centrepoint,-114.1151585,51.05507951,POINT (-114.11515850909333 51.05507951363527)
24-00845193,2024-11-01 0:00,2024-11-01 0:00,2024-11-01 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,VAR,VARSITY,Community Centrepoint,-114.1625068,51.09605377,POINT (-114.1625067595007 51.096053770173505)
24-00830257,2024-10-27 0:00,2024-11-04 0:00,2024-11-04 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,COL,COLLINGWOOD,Community Centrepoint,-114.1024036,51.08350991,POINT (-114.1024036222742 51.08350990566399)
24-00849297,2024-11-04 0:00,2024-11-21 0:00,2024-11-21 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,BRI,BRIDLEWOOD,Community Centrepoint,-114.1102096,50.89922016,POINT (-114.11020964623893 50.899220156387116)
24-00925478,2024-12-05 0:00,2024-12-05 0:00,2024-12-05 0:00,Closed,App,Roads - Streetlight Damage,OS - Mobility,,FRA,FRANKLIN,Community Centrepoint,-113.987524,51.05892759,POINT (-113.98752400359126 51.05892758945268)
24-00936759,2024-12-09 0:00,2024-12-09 0:00,2024-12-09 0:00,Closed,App,Roads - Streetlight Damage,OS - Mobility,,SGH,SAGE HILL,Community Centrepoint,-114.1406861,51.17561697,POINT (-114.14068609335015 51.175616972779984)
24-00936758,2024-12-09 0:00,2024-12-09 0:00,2024-12-09 0:00,Closed,App,Roads - Streetlight Damage,OS - Mobility,,SGH,SAGE HILL,Community Centrepoint,-114.1406861,51.17561697,POINT (-114.14068609335015 51.175616972779984)
24-00852234,2024-11-05 0:00,2025-01-02 0:00,2025-01-02 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,CHN,CHINATOWN,Community Centrepoint,-114.0655219,51.05282359,POINT (-114.06552190579208 51.05282359454732)
24-00407278,2024-05-31 0:00,2024-12-06 0:00,2024-06-06 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,SHN,SHAWNESSY,Community Centrepoint,-114.0739762,50.90337303,POINT (-114.07397621253631 50.90337303171057)
24-00001225,2024-01-02 0:00,2024-12-06 0:00,2024-04-12 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,GLA,GLAMORGAN,Community Centrepoint,-114.1532273,51.0151168,POINT (-114.15322733577929 51.015116803501925)
24-00675619,2024-08-27 0:00,2024-08-27 0:00,2024-08-27 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,BOW,BOWNESS,Community Centrepoint,-114.1883885,51.08334629,POINT (-114.18838847472048 51.0833462877166)
24-00678574,2024-08-27 0:00,2024-08-27 0:00,2024-08-27 0:00,Closed,App,Roads - Streetlight Damage,OS - Mobility,,SPH,SPRINGBANK HILL,Community Centrepoint,-114.2098197,51.02656453,POINT (-114.20981973671283 51.02656453099153)
24-00678465,2024-08-27 0:00,2024-08-27 0:00,2024-08-27 0:00,Closed,App,Roads - Streetlight Damage,OS - Mobility,,HID,HIDDEN VALLEY,Community Centrepoint,-114.1196092,51.15193708,POINT (-114.11960923256242 51.15193708420534)
24-00841038,2024-10-31 0:00,2024-12-13 0:00,2024-12-13 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,WAL,WALDEN,Community Centrepoint,-114.0326183,50.87040297,POINT (-114.03261830805491 50.87040296698268)
24-00821709,2024-10-23 0:00,2024-11-07 0:00,2024-11-07 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,BNF,BANFF TRAIL,Community Centrepoint,-114.1151284,51.07421633,POINT (-114.11512839716917 51.07421633024228)
24-00842446,2024-10-31 0:00,2024-10-31 0:00,2024-10-31 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,VAR,VARSITY,Community Centrepoint,-114.1625068,51.09605377,POINT (-114.1625067595007 51.096053770173505)
24-00843753,2024-11-01 0:00,2024-12-04 0:00,2024-12-04 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,RRC,RICARDO RANCH,Community Centrepoint,-113.9359132,50.85446381,POINT (-113.93591323064211 50.854463810254785)
24-00926486,2024-12-05 0:00,2024-12-18 0:00,2024-12-18 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,HOU,HOUNSFIELD HEIGHTS/BRIAR HILL,Community Centrepoint,-114.1057298,51.06317954,POINT (-114.10572976665989 51.06317953856462)
24-00927770,2024-12-05 0:00,2024-12-05 0:00,2024-12-05 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,NGM,NORTH GLENMORE PARK,Community Centrepoint,-114.1122561,51.00142837,POINT (-114.11225607544628 51.00142837215398)
24-00019501,2024-01-08 0:00,2024-12-05 0:00,2024-01-24 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,BNK,BANKVIEW,Community Centrepoint,-114.1004832,51.03412753,POINT (-114.10048318978971 51.0341275275111)
24-00531601,2024-07-06 0:00,2024-08-27 0:00,2024-08-27 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,BOW,BOWNESS,Community Centrepoint,-114.1883885,51.08334629,POINT (-114.18838847472048 51.0833462877166)
24-00644226,2024-08-15 0:00,2024-08-27 0:00,2024-08-27 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,SPR,SPRUCE CLIFF,Community Centrepoint,-114.1362778,51.04865971,POINT (-114.13627783911859 51.048659707650735)
24-00649513,2024-08-16 0:00,2024-08-27 0:00,2024-08-27 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,SPR,SPRUCE CLIFF,Community Centrepoint,-114.1362778,51.04865971,POINT (-114.13627783911859 51.048659707650735)
24-00676726,2024-08-27 0:00,2024-08-27 0:00,2024-08-27 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,HAR,HARVEST HILLS,Community Centrepoint,-114.052778,51.14767759,POINT (-114.05277797732376 51.14767758603047)
24-00930502,2024-12-06 0:00,2024-12-06 0:00,2024-12-06 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,HIL,HILLHURST,Community Centrepoint,-114.093646,51.05727753,POINT (-114.09364601408916 51.05727753172276)
24-00928560,2024-12-05 0:00,2024-12-05 0:00,2024-12-05 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,OGD,OGDEN,Community Centrepoint,-114.0124423,50.99187834,POINT (-114.01244227109757 50.991878337981746)
24-00030350,2024-01-12 0:00,2024-12-06 0:00,2024-03-12 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,QLD,QUEENSLAND,Community Centrepoint,-114.0225717,50.93822412,POINT (-114.0225717060612 50.938224120412734)
24-00928419,2024-12-05 0:00,2024-12-18 0:00,2024-12-18 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,LIV,LIVINGSTON,Community Centrepoint,-114.0655067,51.18550406,POINT (-114.06550670687392 51.185504064958366)
24-00039456,2024-01-16 0:00,2024-12-05 0:00,2024-01-18 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,CHW,CHARLESWOOD,Community Centrepoint,-114.1122123,51.09008805,POINT (-114.11221231540222 51.090088050163416)
24-00940466,2024-12-11 0:00,2024-12-18 0:00,2024-12-18 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,HSN,HASKAYNE,Community Centrepoint,-114.2866953,51.11697204,POINT (-114.2866952846797 51.11697203613649)
24-00012012,2024-01-05 0:00,2024-12-06 0:00,2024-01-24 0:00,Closed,Phone,Roads - Streetlight - General Inquiry,OS - Mobility,,SSW,SCARBORO/ SUNALTA WEST,Community Centrepoint,-114.114882,51.04220032,POINT (-114.11488200443591 51.042200316401306)
24-00022742,2024-01-09 0:00,2024-12-06 0:00,2024-01-24 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,BRT,BRITANNIA,Community Centrepoint,-114.0862774,51.012644,POINT (-114.08627738153703 51.01264400380039)
24-00007636,2024-01-03 0:00,2024-12-06 0:00,2024-03-07 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,UMR,UPPER MOUNT ROYAL,Community Centrepoint,-114.0850257,51.02997368,POINT (-114.0850256868341 51.02997367628775)
24-00236711,2024-04-03 0:00,2024-12-06 0:00,2024-05-08 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,FLN,FOREST LAWN,Community Centrepoint,-113.9700019,51.03784805,POINT (-113.97000191799683 51.03784804797574)
24-00846930,2024-11-03 0:00,2024-12-04 0:00,2024-12-04 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,HKS,HOTCHKISS,Community Centrepoint,-113.8962495,50.91419352,POINT (-113.89624948761531 50.91419351960265)
24-00002640,2024-01-02 0:00,2024-12-06 0:00,2024-03-11 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,ING,INGLEWOOD,Community Centrepoint,-114.0191258,51.03414052,POINT (-114.01912581291103 51.03414052350448)
24-00019880,2024-01-09 0:00,2024-12-06 0:00,2024-03-11 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,PKL,PARKLAND,Community Centrepoint,-114.0282241,50.9208419,POINT (-114.02822405924363 50.92084190131195)
24-00349051,2024-05-12 0:00,2024-12-06 0:00,2024-05-12 0:00,Closed,App,Roads - Streetlight Damage,OS - Mobility,,HID,HIDDEN VALLEY,Community Centrepoint,-114.1196092,51.15193708,POINT (-114.11960923256242 51.15193708420534)
24-00032740,2024-01-14 0:00,2024-12-06 0:00,2024-05-13 0:00,Closed,Phone,Roads - Streetlight - General Inquiry,OS - Mobility,,CHA,CHAPARRAL,Community Centrepoint,-114.025669,50.88467311,POINT (-114.02566896241984 50.88467311285534)
24-00344369,2024-05-09 0:00,2024-12-06 0:00,2024-05-09 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,ROY,ROYAL OAK,Community Centrepoint,-114.2197619,51.14266073,POINT (-114.21976187387784 51.142660730912894)
24-00011782,2024-01-05 0:00,2024-12-06 0:00,2024-04-29 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,RIV,RIVERBEND,Community Centrepoint,-114.0184288,50.97602013,POINT (-114.01842884764727 50.976020133291165)
24-00354761,2024-05-14 0:00,2024-12-06 0:00,2024-07-06 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,VIS,VISTA HEIGHTS,Community Centrepoint,-114.0177052,51.07193318,POINT (-114.01770522719029 51.07193318391342)
24-00005150,2024-01-03 0:00,2024-12-06 0:00,2024-03-13 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,COL,COLLINGWOOD,Community Centrepoint,-114.1024036,51.08350991,POINT (-114.1024036222742 51.08350990566399)
24-00923111,2024-12-04 0:00,2024-12-06 0:00,2024-12-06 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,KIL,KILLARNEY/GLENGARRY,Community Centrepoint,-114.1317313,51.03013196,POINT (-114.13173134426289 51.03013195588548)
24-00921721,2024-12-03 0:00,2024-12-06 0:00,2024-12-06 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,GPI,GREAT PLAINS,Community Centrepoint,-113.939937,50.98689495,POINT (-113.93993701561763 50.98689494676143)
24-00930673,2024-12-06 0:00,2024-12-18 0:00,2024-12-18 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,WBN,WOODBINE,Community Centrepoint,-114.1296282,50.94023326,POINT (-114.1296281640202 50.94023326198639)
24-00847921,2024-11-04 0:00,2024-11-04 0:00,2024-11-04 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,WIN,WINSTON HEIGHTS/MOUNTVIEW,Community Centrepoint,-114.0418487,51.0752988,POINT (-114.04184874950579 51.075298802175126)
24-00601876,2024-07-30 0:00,2024-11-04 0:00,2024-11-04 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,OAK,OAKRIDGE,Community Centrepoint,-114.129614,50.9696628,POINT (-114.12961404738564 50.969662798794815)
24-00852735,2024-11-05 0:00,2024-11-05 0:00,2024-11-05 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,PAT,PATTERSON,Community Centrepoint,-114.1771423,51.06393988,POINT (-114.17714231359992 51.06393987638285)
24-00851546,2024-11-05 0:00,2024-11-05 0:00,2024-11-05 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,WSP,WEST SPRINGS,Community Centrepoint,-114.2066863,51.05977297,POINT (-114.20668628482576 51.05977296921509)
24-00940020,2024-12-11 0:00,2024-12-12 0:00,2024-12-12 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,ABB,ABBEYDALE,Community Centrepoint,-113.9277983,51.05941671,POINT (-113.92779834680405 51.05941670502433)
24-00854046,2024-11-05 0:00,2024-11-05 0:00,2024-11-05 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,ALB,ALBERT PARK/RADISSON HEIGHTS,Community Centrepoint,-113.9967779,51.04453295,POINT (-113.9967779352673 51.044532952523866)
24-00854054,2024-11-05 0:00,2024-11-05 0:00,2024-11-05 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,ALB,ALBERT PARK/RADISSON HEIGHTS,Community Centrepoint,-113.9967779,51.04453295,POINT (-113.9967779352673 51.044532952523866)
24-00853372,2024-11-05 0:00,2024-11-05 0:00,2024-11-05 0:00,Closed,App,Roads - Streetlight Damage,OS - Mobility,,CGR,COUGAR RIDGE,Community Centrepoint,-114.2094038,51.07188085,POINT (-114.2094037576893 51.0718808513961)
24-00937387,2024-12-10 0:00,2024-12-18 0:00,2024-12-18 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,SHW,SHERWOOD,Community Centrepoint,-114.1520001,51.15999092,POINT (-114.1520001467928 51.159990919144846)
24-00927171,2024-12-05 0:00,2025-01-20 0:00,2025-01-20 0:00,Closed,Other,Roads - Streetlight - General Inquiry,OS - Mobility,,VIS,VISTA HEIGHTS,Community Centrepoint,-114.0177052,51.07193318,POINT (-114.01770522719029 51.07193318391342)
24-00937243,2024-12-10 0:00,2024-12-10 0:00,2024-12-10 0:00,Closed,App,Roads - Streetlight Damage,OS - Mobility,,DNC,DOWNTOWN COMMERCIAL CORE,Community Centrepoint,-114.0695937,51.04727444,POINT (-114.06959371115288 51.047274435217574)
24-00852813,2024-11-05 0:00,2024-11-05 0:00,2024-11-05 0:00,Closed,App,Roads - Streetlight Damage,OS - Mobility,,PAT,PATTERSON,Community Centrepoint,-114.1771423,51.06393988,POINT (-114.17714231359992 51.06393987638285)
24-00852244,2024-11-05 0:00,2024-11-06 0:00,2024-11-06 0:00,Closed,Other,Roads - Streetlight Damage,OS - Mobility,,MNI,MANCHESTER INDUSTRIAL,Community Centrepoint,-114.0572225,51.01325599,POINT (-114.05722246720464 51.013255989792455)
